booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking,hotel_city,No_of_days,Room_rate
271,163768,No Show,1/21/2017,1/22/2017,1,265,3899,990,1/20/2017,Delhi,1,3899
272,20597,Cancelled,2/23/2017,2/26/2017,1,473,7601,1608,1/31/2017,Delhi,3,7601
273,155124,Cancelled,1/27/2017,1/28/2017,1,473,2729,578,1/25/2017,Delhi,1,2729
274,150731,No Show,1/26/2017,1/27/2017,1,473,2469,523,1/25/2017,Delhi,1,2469
275,128782,Cancelled,1/26/2017,1/27/2017,1,473,2014,426,1/26/2017,Delhi,1,2014
276,50641,Cancelled,1/25/2017,1/26/2017,1,473,2014,853,1/25/2017,Delhi,1,2014
277,179988,Stayed,1/21/2017,1/22/2017,1,473,2469,523,1/19/2017,Delhi,1,2469
278,130118,Stayed,1/17/2017,1/18/2017,1,473,2729,693,1/17/2017,Delhi,1,2729
279,151526,Stayed,1/14/2017,1/15/2017,1,473,2664,563,1/14/2017,Delhi,1,2664
280,21595,Stayed,1/8/2017,1/9/2017,1,473,2469,627,1/6/2017,Delhi,1,2469
281,28805,Stayed,1/5/2017,1/6/2017,1,473,2469,648,1/4/2017,Delhi,1,2469
282,95174,Stayed,1/4/2017,1/5/2017,1,473,2144,545,1/4/2017,Delhi,1,2144
283,23806,Cancelled,1/2/2017,1/3/2017,1,473,2989,759,1/1/2017,Delhi,1,2989
284,74325,Cancelled,1/7/2017,1/8/2017,1,473,2469,627,1/5/2017,Delhi,1,2469
285,93264,Stayed,1/25/2017,1/26/2017,1,397,4289,908,1/25/2017,Delhi,1,4289
286,42551,Cancelled,1/18/2017,1/19/2017,1,397,4744,1003,1/16/2017,Delhi,1,4744
287,101548,Cancelled,1/18/2017,1/19/2017,1,397,4744,1003,1/15/2017,Delhi,1,4744
288,85351,Stayed,1/10/2017,1/11/2017,1,397,3379,858,1/10/2017,Delhi,1,3379
289,181599,No Show,1/8/2017,1/9/2017,1,397,5069,1287,1/6/2017,Delhi,1,5069
290,80621,Cancelled,1/6/2017,1/7/2017,1,397,5069,1287,1/4/2017,Delhi,1,5069
291,110402,Stayed,1/28/2017,1/29/2017,1,170,2274,481,1/28/2017,Delhi,1,2274
292,106764,Stayed,1/20/2017,1/21/2017,1,170,2079,440,1/20/2017,Delhi,1,2079
293,16292,Stayed,1/19/2017,1/20/2017,1,170,2209,468,1/18/2017,Delhi,1,2209
294,194124,Stayed,1/18/2017,1/19/2017,1,170,2209,468,1/18/2017,Delhi,1,2209
295,86098,Stayed,1/17/2017,1/18/2017,1,170,2014,426,1/17/2017,Delhi,1,2014
296,30995,Stayed,1/13/2017,1/14/2017,1,170,2404,508,1/13/2017,Delhi,1,2404
297,161755,Stayed,1/11/2017,1/12/2017,1,170,1949,413,1/11/2017,Delhi,1,1949
298,29124,Stayed,1/4/2017,1/5/2017,1,170,2014,512,1/4/2017,Delhi,1,2014
299,144450,Stayed,1/3/2017,1/4/2017,1,170,2209,561,1/3/2017,Delhi,1,2209
300,43523,Stayed,2/4/2017,2/5/2017,1,73,3314,701,1/25/2017,Delhi,1,3314
301,163779,Stayed,1/16/2017,1/17/2017,1,73,2209,468,1/13/2017,Delhi,1,2209
302,126315,Stayed,1/15/2017,1/16/2017,1,73,2209,468,1/14/2017,Delhi,1,2209
303,83467,Stayed,1/14/2017,1/15/2017,1,73,2209,468,1/13/2017,Delhi,1,2209
304,154248,Stayed,1/13/2017,1/15/2017,1,73,5717,1210,1/13/2017,Delhi,2,5717
305,136431,Cancelled,1/13/2017,1/15/2017,1,73,5717,1210,1/12/2017,Delhi,2,5717
306,48935,Cancelled,2/10/2017,2/12/2017,1,229,9357,1980,1/19/2017,Delhi,2,9357
307,40035,Stayed,1/27/2017,1/28/2017,1,229,4549,963,1/26/2017,Delhi,1,4549
308,177670,Cancelled,1/7/2017,1/8/2017,1,229,3379,858,1/6/2017,Delhi,1,3379
309,24838,Stayed,1/9/2017,1/10/2017,1,570,2924,767,1/7/2017,Delhi,1,2924
310,89811,Stayed,1/8/2017,1/9/2017,1,570,2794,733,1/7/2017,Delhi,1,2794
311,126821,Cancelled,1/8/2017,1/10/2017,1,570,9227,2420,1/3/2017,Delhi,2,9227
312,33021,Stayed,1/2/2017,1/3/2017,1,570,3769,798,1/2/2017,Delhi,1,3769
313,16277,Stayed,1/4/2017,1/5/2017,1,570,3119,792,1/3/2017,Delhi,1,3119
314,122587,Stayed,1/3/2017,1/4/2017,1,570,3509,891,1/2/2017,Delhi,1,3509
315,166643,Cancelled,1/30/2017,1/31/2017,1,427,4614,1172,1/30/2017,Delhi,1,4614
316,7936,Stayed,1/25/2017,1/26/2017,1,428,5849,1238,1/23/2017,Delhi,1,5849
317,111950,Cancelled,3/3/2017,3/4/2017,1,99,6824,1733,1/27/2017,Delhi,1,6824
318,50900,Cancelled,1/30/2017,1/31/2017,1,99,3964,838,1/30/2017,Delhi,1,3964
319,14778,Stayed,1/6/2017,1/7/2017,1,901,4354,1106,1/6/2017,Delhi,1,4354
320,145486,Stayed,1/18/2017,1/19/2017,1,142,3899,825,1/18/2017,Delhi,1,3899
321,69450,Stayed,1/14/2017,1/15/2017,1,357,3574,756,1/10/2017,Delhi,1,3574
322,20408,Cancelled,1/27/2017,1/28/2017,1,357,3574,756,1/27/2017,Delhi,1,3574
323,55143,Cancelled,1/24/2017,1/25/2017,1,817,4939,1045,1/23/2017,Delhi,1,4939
324,198590,Stayed,1/28/2017,1/29/2017,1,439,3964,838,1/28/2017,Delhi,1,3964
325,57573,Stayed,1/27/2017,1/28/2017,1,439,3314,701,1/27/2017,Delhi,1,3314
326,193175,Stayed,1/23/2017,1/24/2017,1,439,3509,743,1/23/2017,Delhi,1,3509
327,183557,Stayed,1/14/2017,1/15/2017,1,439,3574,756,1/14/2017,Delhi,1,3574
328,116791,Cancelled,1/14/2017,1/15/2017,1,439,3574,908,1/14/2017,Delhi,1,3574
329,67664,Cancelled,2/1/2017,2/2/2017,1,301,3054,776,1/31/2017,Delhi,1,3054
330,107073,Stayed,1/30/2017,1/31/2017,1,301,2404,508,1/29/2017,Delhi,1,2404
331,53934,Stayed,1/25/2017,1/26/2017,1,301,2664,563,1/25/2017,Delhi,1,2664
332,21052,Stayed,1/21/2017,1/22/2017,1,301,3054,646,1/20/2017,Delhi,1,3054
333,51987,Stayed,1/14/2017,1/15/2017,1,301,3379,858,1/14/2017,Delhi,1,3379
334,160722,No Show,1/10/2017,1/11/2017,1,301,2859,605,1/5/2017,Delhi,1,2859
335,162890,Cancelled,1/29/2017,1/30/2017,1,301,2404,529,1/29/2017,Delhi,1,2404
336,180948,Cancelled,1/13/2017,1/14/2017,1,301,3379,858,1/12/2017,Delhi,1,3379
337,45625,Cancelled,1/10/2017,1/11/2017,1,301,3444,875,1/9/2017,Delhi,1,3444
338,49431,Cancelled,3/9/2017,3/11/2017,1,296,6692,1416,1/11/2017,Delhi,2,6692
339,13139,Cancelled,3/7/2017,3/9/2017,1,296,6757,1430,1/11/2017,Delhi,2,6757
340,155186,Stayed,1/31/2017,2/1/2017,1,296,2079,458,1/31/2017,Delhi,1,2079
341,13951,Stayed,1/22/2017,1/23/2017,1,296,3314,842,1/22/2017,Delhi,1,3314
342,23457,Stayed,1/11/2017,1/12/2017,1,296,2989,784,1/9/2017,Delhi,1,2989
343,163241,Cancelled,1/12/2017,1/13/2017,1,296,3444,728,1/5/2017,Delhi,1,3444
344,138882,Stayed,1/10/2017,1/11/2017,1,296,3054,801,1/8/2017,Delhi,1,3054
345,151220,Stayed,1/20/2017,1/22/2017,1,421,3832,972,1/19/2017,Delhi,2,3832
346,15900,Cancelled,1/27/2017,1/28/2017,1,314,2209,468,1/27/2017,Delhi,1,2209
347,44371,Stayed,1/26/2017,1/27/2017,1,331,2794,591,1/26/2017,Delhi,1,2794
348,144642,Cancelled,1/25/2017,1/26/2017,1,331,2534,536,1/25/2017,Delhi,1,2534
349,7121,Stayed,1/15/2017,1/16/2017,1,331,2404,508,1/15/2017,Delhi,1,2404
350,68127,Stayed,1/12/2017,1/13/2017,1,331,2404,508,1/12/2017,Delhi,1,2404
351,138579,Stayed,1/11/2017,1/12/2017,1,331,2599,550,1/11/2017,Delhi,1,2599
352,123820,Stayed,1/10/2017,1/11/2017,1,331,2469,627,1/9/2017,Delhi,1,2469
353,5977,Stayed,1/7/2017,1/10/2017,1,331,7406,1880,1/6/2017,Delhi,3,7406
354,6033,Stayed,1/6/2017,1/7/2017,1,331,2274,578,1/6/2017,Delhi,1,2274
355,102430,Stayed,1/17/2017,1/19/2017,1,93,4417,935,1/9/2017,Delhi,2,4417
356,14601,Stayed,2/8/2017,2/10/2017,1,93,4157,880,1/25/2017,Delhi,2,4157
357,19536,Cancelled,1/16/2017,1/17/2017,1,92,2404,508,1/12/2017,Delhi,1,2404
358,71170,Stayed,1/9/2017,1/13/2017,1,92,10395,2639,1/6/2017,Delhi,4,10395
359,7731,Cancelled,1/11/2017,1/12/2017,1,92,3054,646,1/5/2017,Delhi,1,3054
360,9133,No Show,1/12/2017,1/14/2017,1,205,5977,1315,1/9/2017,Delhi,2,5977
361,61311,Stayed,1/11/2017,1/12/2017,1,205,2924,618,1/11/2017,Delhi,1,2924
362,1864,No Show,1/11/2017,1/12/2017,1,205,2501,656,1/9/2017,Delhi,1,2501
363,21418,Stayed,1/10/2017,1/11/2017,1,205,2599,550,1/5/2017,Delhi,1,2599
364,171636,Stayed,1/9/2017,1/10/2017,1,205,2274,578,1/9/2017,Delhi,1,2274
365,13131,Stayed,1/7/2017,1/8/2017,1,205,2274,501,1/7/2017,Delhi,1,2274
366,119112,Stayed,1/8/2017,1/9/2017,1,205,2274,578,1/8/2017,Delhi,1,2274
367,60515,Cancelled,1/10/2017,1/11/2017,1,205,2274,501,1/7/2017,Delhi,1,2274
368,98373,Cancelled,1/13/2017,1/14/2017,1,205,3054,672,1/7/2017,Delhi,1,3054
369,81637,Cancelled,1/12/2017,1/13/2017,1,205,3054,672,1/7/2017,Delhi,1,3054
370,46697,Cancelled,1/11/2017,1/12/2017,1,205,2729,716,1/8/2017,Delhi,1,2729
371,85376,Cancelled,2/14/2017,2/17/2017,1,668,10331,2273,1/21/2017,Delhi,3,10331
372,44356,Stayed,1/13/2017,1/14/2017,1,668,3184,673,1/13/2017,Delhi,1,3184
373,11332,Cancelled,1/30/2017,1/31/2017,1,716,3119,686,1/30/2017,Delhi,1,3119
374,189769,Cancelled,1/28/2017,1/29/2017,1,716,3704,815,1/27/2017,Delhi,1,3704
375,181839,Stayed,1/15/2017,1/16/2017,1,716,3444,758,1/15/2017,Delhi,1,3444
376,21854,Stayed,1/5/2017,1/6/2017,1,716,2859,726,1/5/2017,Delhi,1,2859
377,127661,Cancelled,1/5/2017,1/6/2017,1,716,3119,818,1/5/2017,Delhi,1,3119
378,30963,Cancelled,1/6/2017,1/8/2017,1,716,6887,1748,1/3/2017,Delhi,2,6887
379,141491,Cancelled,1/2/2017,1/3/2017,1,716,3379,858,1/2/2017,Delhi,1,3379
380,4595,Cancelled,1/10/2017,1/11/2017,1,462,2924,767,1/10/2017,Delhi,1,2924
381,8861,Stayed,1/6/2017,1/8/2017,1,135,5457,1431,1/4/2017,Delhi,2,5457
382,13091,Cancelled,2/2/2017,2/6/2017,1,135,11955,3035,1/12/2017,Delhi,4,11955
383,75070,No Show,1/26/2017,1/28/2017,1,135,5587,1183,1/26/2017,Delhi,2,5587
384,3770,Cancelled,1/27/2017,1/28/2017,1,135,3054,776,1/26/2017,Delhi,1,3054
385,22963,Cancelled,2/23/2017,2/26/2017,2,129,26512,6730,1/29/2017,Delhi,3,13256
386,19130,Cancelled,1/14/2017,1/15/2017,1,129,3249,688,1/14/2017,Delhi,1,3249
387,50869,Cancelled,1/8/2017,1/9/2017,1,25,3444,0,1/7/2017,Delhi,1,3444
388,16287,Cancelled,1/5/2017,1/6/2017,1,25,3054,776,1/5/2017,Delhi,1,3054
389,105510,Cancelled,2/8/2017,2/9/2017,1,114,5654,1196,1/25/2017,Delhi,1,5654
390,135460,Cancelled,1/26/2017,1/27/2017,1,114,3639,924,1/26/2017,Delhi,1,3639
391,62101,No Show,1/15/2017,1/16/2017,1,147,4029,853,1/2/2017,Delhi,1,4029
392,152685,Cancelled,1/14/2017,1/15/2017,1,147,3704,941,1/13/2017,Delhi,1,3704
393,128702,Stayed,1/27/2017,1/28/2017,1,350,2729,578,1/27/2017,Delhi,1,2729
394,78628,Stayed,1/27/2017,1/28/2017,1,350,2729,693,1/27/2017,Delhi,1,2729
395,99794,Cancelled,1/24/2017,1/25/2017,1,350,2859,605,1/23/2017,Delhi,1,2859
396,81709,Stayed,1/22/2017,1/23/2017,1,350,2859,1210,1/21/2017,Delhi,1,2859
397,765,Cancelled,1/25/2017,1/27/2017,1,366,3201,678,1/20/2017,Delhi,2,3201
398,165031,Stayed,1/19/2017,1/20/2017,1,366,2092,442,1/18/2017,Delhi,1,2092
399,87679,No Show,1/15/2017,1/16/2017,1,366,1495,317,1/15/2017,Delhi,1,1495
400,8353,No Show,1/5/2017,1/6/2017,1,366,2062,541,1/5/2017,Delhi,1,2062
401,12485,Stayed,1/5/2017,1/6/2017,1,366,1300,330,1/5/2017,Delhi,1,1300
402,10453,Stayed,1/25/2017,1/27/2017,1,375,3767,798,1/20/2017,Delhi,2,3767
403,60132,Cancelled,1/25/2017,1/27/2017,1,375,3767,798,1/20/2017,Delhi,2,3767
404,7970,Stayed,1/18/2017,1/19/2017,1,375,1884,398,1/17/2017,Delhi,1,1884
405,77525,Cancelled,1/31/2017,2/1/2017,1,960,1560,330,1/31/2017,Delhi,1,1560
406,63947,Cancelled,1/29/2017,1/30/2017,1,960,1560,330,1/29/2017,Delhi,1,1560
407,11404,Stayed,1/27/2017,1/29/2017,1,960,3684,811,1/26/2017,Delhi,2,3684
408,130031,Stayed,1/23/2017,1/25/2017,2,960,6360,1399,1/18/2017,Delhi,2,3180
409,108169,Stayed,1/8/2017,1/9/2017,1,960,1300,341,1/8/2017,Delhi,1,1300
410,137115,Cancelled,1/8/2017,1/9/2017,1,960,3169,832,1/4/2017,Delhi,1,3169
411,182041,Cancelled,1/6/2017,1/7/2017,1,348,1949,495,1/3/2017,Delhi,1,1949
412,15037,Cancelled,1/21/2017,1/22/2017,1,579,2274,481,1/20/2017,Delhi,1,2274
413,196020,Stayed,1/21/2017,1/22/2017,1,579,2404,508,1/18/2017,Delhi,1,2404
414,13959,Stayed,1/6/2017,1/8/2017,1,579,4547,1154,1/3/2017,Delhi,2,4547
415,197313,Stayed,1/6/2017,1/7/2017,1,579,1819,462,1/6/2017,Delhi,1,1819
416,32837,Stayed,1/1/2017,1/2/2017,1,579,2599,550,1/1/2017,Delhi,1,2599
417,83735,Cancelled,1/27/2017,1/28/2017,1,380,2404,611,1/23/2017,Delhi,1,2404
418,134836,Cancelled,1/2/2017,1/3/2017,1,380,1949,495,1/2/2017,Delhi,1,1949
419,165303,Cancelled,1/2/2017,1/3/2017,1,380,2144,453,1/1/2017,Delhi,1,2144
420,11659,Stayed,2/10/2017,2/11/2017,1,396,3509,743,1/31/2017,Delhi,1,3509
421,59877,Cancelled,1/15/2017,1/16/2017,1,396,2989,658,1/15/2017,Delhi,1,2989
422,151502,Stayed,1/12/2017,1/13/2017,1,441,3119,660,1/12/2017,Delhi,1,3119
423,178968,Stayed,2/7/2017,2/10/2017,2,391,16372,3601,1/30/2017,Delhi,3,8186
424,17641,Stayed,1/21/2017,1/22/2017,1,62,2274,481,1/21/2017,Delhi,1,2274
425,8605,Cancelled,1/19/2017,1/20/2017,1,62,2144,453,1/19/2017,Delhi,1,2144
426,23503,Cancelled,1/19/2017,1/20/2017,1,62,2144,453,1/18/2017,Delhi,1,2144
427,33493,Cancelled,1/30/2017,1/31/2017,1,62,1949,413,1/30/2017,Delhi,1,1949
428,113889,Cancelled,1/15/2017,1/16/2017,1,62,1949,429,1/14/2017,Delhi,1,1949
429,168886,Stayed,1/14/2017,1/15/2017,1,62,2014,426,1/14/2017,Delhi,1,2014
430,21152,Stayed,1/13/2017,1/14/2017,1,62,1754,371,1/13/2017,Delhi,1,1754
431,44291,Stayed,1/11/2017,1/12/2017,1,62,2209,468,1/11/2017,Delhi,1,2209
432,18314,Stayed,1/9/2017,1/10/2017,1,62,1689,429,1/9/2017,Delhi,1,1689
433,108360,Stayed,1/2/2017,1/3/2017,1,62,2794,591,1/2/2017,Delhi,1,2794
434,29619,Stayed,1/3/2017,1/4/2017,2,62,5327,1352,1/2/2017,Delhi,1,2663.5
435,171784,Stayed,1/3/2017,1/4/2017,1,62,2664,677,1/2/2017,Delhi,1,2664
436,195924,No Show,1/1/2017,1/2/2017,1,62,2252,476,1/1/2017,Delhi,1,2252
437,80607,Cancelled,1/9/2017,1/10/2017,1,62,1884,479,1/9/2017,Delhi,1,1884
438,96563,Cancelled,3/3/2017,3/10/2017,1,233,27937,5910,1/8/2017,Delhi,7,27937
439,136456,Stayed,1/31/2017,2/1/2017,1,233,1949,413,1/31/2017,Delhi,1,1949
440,181852,Cancelled,1/30/2017,1/31/2017,1,233,2664,586,1/30/2017,Delhi,1,2664
441,74860,Stayed,1/14/2017,1/15/2017,1,313,2729,578,1/14/2017,Delhi,1,2729
442,127446,Stayed,1/13/2017,1/14/2017,1,313,2729,578,1/13/2017,Delhi,1,2729
443,71922,Cancelled,1/12/2017,1/13/2017,1,313,2729,601,1/12/2017,Delhi,1,2729
444,145744,Cancelled,3/3/2017,3/5/2017,1,378,11307,2393,1/30/2017,Delhi,2,11307
445,178405,No Show,1/3/2017,1/4/2017,1,378,4939,1045,1/1/2017,Delhi,1,4939
446,36818,Cancelled,1/31/2017,2/1/2017,1,74,2209,468,1/31/2017,Gurgaon,1,2209
447,87764,Cancelled,1/31/2017,2/1/2017,1,74,1949,413,1/30/2017,Gurgaon,1,1949
448,56421,Stayed,1/29/2017,1/30/2017,1,74,2534,558,1/28/2017,Gurgaon,1,2534
449,171782,Cancelled,1/27/2017,1/28/2017,1,74,3379,715,1/27/2017,Gurgaon,1,3379
450,150771,Stayed,1/26/2017,1/27/2017,1,74,2924,618,1/26/2017,Gurgaon,1,2924
451,42741,Stayed,1/22/2017,1/26/2017,1,74,11497,2432,1/21/2017,Gurgaon,4,11497
452,106973,Stayed,1/22/2017,1/23/2017,1,74,2144,453,1/22/2017,Gurgaon,1,2144
453,52787,Stayed,1/22/2017,1/23/2017,1,74,2144,545,1/22/2017,Gurgaon,1,2144
454,91083,Stayed,1/21/2017,1/22/2017,1,74,2144,453,1/21/2017,Gurgaon,1,2144
455,61921,Stayed,1/20/2017,1/21/2017,1,74,2079,528,1/20/2017,Gurgaon,1,2079
456,192035,Cancelled,1/18/2017,1/22/2017,1,74,10717,2267,1/18/2017,Gurgaon,4,10717
457,175626,Stayed,1/10/2017,1/12/2017,1,74,4547,1154,1/10/2017,Gurgaon,2,4547
458,59866,Cancelled,1/11/2017,1/12/2017,1,74,2599,660,1/10/2017,Gurgaon,1,2599
459,86311,Cancelled,1/12/2017,1/13/2017,1,116,1689,358,1/11/2017,Gurgaon,1,1689
460,14499,Cancelled,1/15/2017,1/16/2017,1,116,1884,415,1/15/2017,Gurgaon,1,1884
461,4043,Cancelled,1/28/2017,1/29/2017,1,178,2599,550,1/27/2017,Gurgaon,1,2599
462,25479,Cancelled,1/18/2017,1/19/2017,1,263,2274,481,1/17/2017,Gurgaon,1,2274
463,122472,Stayed,1/11/2017,1/12/2017,1,263,2014,426,1/11/2017,Gurgaon,1,2014
464,20133,Stayed,1/8/2017,1/9/2017,1,263,2014,512,1/8/2017,Gurgaon,1,2014
465,45644,Stayed,1/5/2017,1/6/2017,1,263,1819,462,1/5/2017,Gurgaon,1,1819
466,65873,Stayed,2/4/2017,2/5/2017,1,21,2469,523,1/29/2017,Gurgaon,1,2469
467,35292,Stayed,1/27/2017,1/28/2017,1,21,1559,330,1/27/2017,Gurgaon,1,1559
468,3449,Stayed,1/19/2017,1/20/2017,1,21,1819,385,1/19/2017,Gurgaon,1,1819
469,149241,Stayed,1/13/2017,1/14/2017,1,21,2469,523,1/13/2017,Gurgaon,1,2469
470,191472,Cancelled,1/4/2017,1/5/2017,1,21,2144,545,1/3/2017,Gurgaon,1,2144
471,30999,Cancelled,1/3/2017,1/4/2017,1,21,2144,545,1/3/2017,Gurgaon,1,2144
472,220,Stayed,2/2/2017,2/3/2017,1,29,1884,398,1/31/2017,Gurgaon,1,1884
473,40671,Stayed,1/28/2017,1/29/2017,1,29,2014,426,1/27/2017,Gurgaon,1,2014
474,182860,Stayed,1/21/2017,1/22/2017,1,29,2274,501,1/21/2017,Gurgaon,1,2274
475,146622,Stayed,1/18/2017,1/19/2017,1,29,2014,426,1/17/2017,Gurgaon,1,2014
476,114316,Cancelled,1/17/2017,1/18/2017,1,29,2014,426,1/15/2017,Gurgaon,1,2014
477,29627,Stayed,1/13/2017,1/15/2017,1,29,3442,728,1/13/2017,Gurgaon,2,3442
478,99316,Cancelled,1/14/2017,1/15/2017,1,29,2339,495,1/14/2017,Gurgaon,1,2339
479,85412,Stayed,1/30/2017,1/31/2017,2,3,3897,989,1/30/2017,Gurgaon,1,1948.5
480,6284,Cancelled,1/29/2017,1/30/2017,1,3,2014,426,1/28/2017,Gurgaon,1,2014
481,120625,Stayed,1/21/2017,1/22/2017,1,3,2339,495,1/19/2017,Gurgaon,1,2339
482,187489,Stayed,1/20/2017,1/21/2017,1,3,2079,458,1/19/2017,Gurgaon,1,2079
483,75928,Stayed,1/18/2017,1/19/2017,1,3,2079,458,1/17/2017,Gurgaon,1,2079
484,97164,Stayed,1/15/2017,1/16/2017,1,3,2339,495,1/15/2017,Gurgaon,1,2339
485,9671,Cancelled,1/15/2017,1/21/2017,6,3,91962,20231,1/12/2017,Gurgaon,6,15327
486,33581,Stayed,1/11/2017,1/12/2017,1,3,2079,440,1/10/2017,Gurgaon,1,2079
487,69402,Stayed,1/9/2017,1/10/2017,1,3,926,235,1/9/2017,Gurgaon,1,926
488,59634,Cancelled,1/7/2017,1/8/2017,1,3,2209,580,1/6/2017,Gurgaon,1,2209
489,99396,Stayed,1/6/2017,1/7/2017,1,3,2339,594,1/6/2017,Gurgaon,1,2339
490,101625,Stayed,1/5/2017,1/6/2017,1,3,2144,545,1/5/2017,Gurgaon,1,2144
491,4121,Cancelled,1/2/2017,1/3/2017,1,3,2469,523,1/1/2017,Gurgaon,1,2469
492,110246,Stayed,2/4/2017,2/5/2017,1,33,1949,413,1/26/2017,Gurgaon,1,1949
493,14755,Cancelled,2/1/2017,2/2/2017,1,33,1949,413,1/30/2017,Gurgaon,1,1949
494,78454,Stayed,1/29/2017,1/31/2017,1,33,2987,758,1/28/2017,Gurgaon,2,2987
495,52445,Stayed,1/28/2017,1/29/2017,1,33,2079,440,1/17/2017,Gurgaon,1,2079
496,20026,Stayed,1/27/2017,1/28/2017,1,33,2404,508,1/26/2017,Gurgaon,1,2404
497,33945,Cancelled,1/29/2017,1/30/2017,1,33,1949,413,1/26/2017,Gurgaon,1,1949
498,9338,Cancelled,1/26/2017,1/27/2017,1,33,2404,508,1/24/2017,Gurgaon,1,2404
499,106977,Cancelled,1/26/2017,1/27/2017,1,33,2404,508,1/26/2017,Gurgaon,1,2404
500,193136,Stayed,1/25/2017,1/26/2017,1,33,1754,371,1/25/2017,Gurgaon,1,1754
501,28584,Cancelled,1/23/2017,1/24/2017,1,33,1689,358,1/22/2017,Gurgaon,1,1689
502,146584,Stayed,1/21/2017,1/22/2017,1,33,2079,528,1/16/2017,Gurgaon,1,2079
503,8244,Stayed,1/21/2017,1/22/2017,1,33,2144,453,1/9/2017,Gurgaon,1,2144
504,18226,Stayed,1/21/2017,1/22/2017,1,33,1949,413,1/19/2017,Gurgaon,1,1949
505,67277,Cancelled,1/22/2017,1/23/2017,1,33,2079,440,1/15/2017,Gurgaon,1,2079
506,13378,Stayed,1/20/2017,1/21/2017,1,33,1949,413,1/19/2017,Gurgaon,1,1949
507,162896,Stayed,1/19/2017,1/20/2017,1,33,2144,453,1/18/2017,Gurgaon,1,2144
508,94034,Stayed,1/18/2017,1/19/2017,1,33,1949,429,1/18/2017,Gurgaon,1,1949
509,28914,Cancelled,1/21/2017,1/22/2017,1,33,2144,453,1/14/2017,Gurgaon,1,2144
510,8875,Cancelled,1/21/2017,1/22/2017,1,33,2079,440,1/15/2017,Gurgaon,1,2079
511,164179,No Show,1/13/2017,1/14/2017,1,33,2209,468,1/12/2017,Gurgaon,1,2209
512,191576,Cancelled,1/14/2017,1/15/2017,1,33,2209,468,1/7/2017,Gurgaon,1,2209
513,78900,Cancelled,1/28/2017,1/29/2017,1,33,2079,440,1/17/2017,Gurgaon,1,2079
514,142186,Stayed,1/9/2017,1/10/2017,1,33,1754,446,1/9/2017,Gurgaon,1,1754
515,196588,Stayed,1/7/2017,1/8/2017,1,33,2729,693,1/7/2017,Gurgaon,1,2729
516,125141,Stayed,1/2/2017,1/3/2017,1,33,2079,440,1/2/2017,Gurgaon,1,2079
517,93144,Cancelled,1/5/2017,1/6/2017,1,33,2144,545,1/5/2017,Gurgaon,1,2144
518,190841,Stayed,1/8/2017,1/14/2017,1,420,11692,2968,1/5/2017,Gurgaon,6,11692
519,50174,Stayed,1/1/2017,1/2/2017,1,420,2469,523,1/1/2017,Gurgaon,1,2469
520,168983,Stayed,1/27/2017,1/28/2017,1,305,1949,413,1/27/2017,Gurgaon,1,1949
521,189288,Cancelled,1/28/2017,1/29/2017,1,305,2339,495,1/23/2017,Gurgaon,1,2339
522,16173,Stayed,1/14/2017,1/21/2017,1,305,14551,3078,1/14/2017,Gurgaon,7,14551
523,8066,Stayed,1/13/2017,1/14/2017,1,305,2209,468,1/12/2017,Gurgaon,1,2209
524,26536,Stayed,1/7/2017,1/9/2017,1,305,4547,1154,1/6/2017,Gurgaon,2,4547
525,141761,Stayed,1/7/2017,1/8/2017,1,305,2274,578,1/7/2017,Gurgaon,1,2274
526,7282,Stayed,1/21/2017,1/22/2017,1,305,2014,426,1/20/2017,Gurgaon,1,2014
527,61602,Stayed,2/1/2017,2/2/2017,1,37,2339,495,1/30/2017,Gurgaon,1,2339
528,186088,Stayed,1/30/2017,1/31/2017,1,37,2144,453,1/30/2017,Gurgaon,1,2144
529,89579,Stayed,1/16/2017,1/17/2017,1,37,1624,343,1/16/2017,Gurgaon,1,1624
530,12781,Cancelled,1/11/2017,1/12/2017,1,37,1884,398,1/11/2017,Gurgaon,1,1884
531,18009,Cancelled,1/6/2017,1/7/2017,1,37,2339,594,1/4/2017,Gurgaon,1,2339
532,62098,Stayed,1/5/2017,1/6/2017,1,37,2339,594,1/5/2017,Gurgaon,1,2339
533,143237,Stayed,1/25/2017,1/26/2017,1,463,2014,426,1/24/2017,Gurgaon,1,2014
534,195338,Stayed,1/28/2017,1/29/2017,1,449,2817,596,1/28/2017,Gurgaon,1,2817
535,111153,Stayed,1/24/2017,1/26/2017,1,449,3812,838,1/24/2017,Gurgaon,2,3812
536,41471,Cancelled,1/26/2017,1/27/2017,1,449,2192,464,1/25/2017,Gurgaon,1,2192
537,45089,Stayed,1/24/2017,1/25/2017,1,449,2192,464,1/24/2017,Gurgaon,1,2192
538,3145,Stayed,1/15/2017,1/16/2017,1,449,2783,589,1/11/2017,Gurgaon,1,2783
539,77935,Stayed,1/14/2017,1/15/2017,1,449,2522,534,1/14/2017,Gurgaon,1,2522
540,16566,Stayed,1/14/2017,1/15/2017,1,449,2192,464,1/14/2017,Gurgaon,1,2192
541,26820,Cancelled,1/8/2017,1/9/2017,1,449,2757,700,1/7/2017,Gurgaon,1,2757
542,16744,Stayed,1/7/2017,1/8/2017,1,449,2349,596,1/7/2017,Gurgaon,1,2349
